timestamp,#Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,lat,lon,emit
2023-12-17 23:24:00,2023-U04  ,2460296.48,2023 Dec 17 2324,Hwasong-18,-,-,-,-,-,-,CHDONG,-,-,-,   6518, , 1002, ,137E 42N,0.0,JRG,MS,-,-,Sat LEO S,Wire,-,-,39.1118,125.9976,0.0
2023-12-19 04:01:00,2023-200 ,2460297.67,2023 Dec 19 0401:00,Falcon 9,FT5,283/B1081.3  F283,Starlink-130,Starlink Group 6-34,V2M  6-34 (23 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2023-12-19 16:42:35,2023-S72  ,2460298.2,2023 Dec 19 1642:35,New Shepard,-,PM4-4 F9,New Shepard NS24,New Shepard CC2.0-1 F10,RSS H.G. Wells,-,WTEX,-,-,-,    107, ,    -, ,-,0.0,BLOR,SS,-,BLOR/,Science Flight,nasaspaceflight.com,-,-,31.4228,-104.7572,0.0
2023-12-21 08:48:39,2023-201 ,2460299.87,2023 Dec 21 0848:39,Soyuz-2-1A,-,-,Kosmos-2573,Bars-M No. 5?,-,-,GIK-1,LC43/4,-,-,      -, ,    -, ,-,3.7,VVKO,OS,-,G,Sat SSO O,nasaspaceflight.com,-,-,62.9,40.5,0.0
2023-12-22 17:32:30,2023-202 ,2460301.23,2023 Dec 22 1732:30,Firefly Alpha,I,FLTA004,Fly the Lightning,Tantrum,ESA Tech Demo,-,VSFB,SLC2W,-,-,      -, ,    -, ,-,0.25,FFLY,OF40,S2R,C,Sat LEO O,nasaspaceflight,-,St2 failed to restart,34.75,-120.62,0.0
2023-12-23 05:33:00,2023-203 ,2460301.73,2023 Dec 23 0533:00,Falcon 9,FT5,286/B1058.19 F284,Starlink-131,Starlink Group 6-32,V2M  6-32 (23 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2023-12-24 13:11:00,2023-204 ,2460303.05,2023 Dec 24 1311:00,Falcon 9,FT5,287/B1075.8  F285,SARAH-2,SARah-2/3,-,-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,3.6,SPX,OS,-,C/OG,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2023-12-25 01:00:00,2023-205 ,2460303.54,2023 Dec 25 0100,Kuaizhou-1A,-,Y26,Tianmu-1 11-14,Tianmu-1 11-14,-,-,JQ,LC43/95A,-,-,      -, ,    -, ,-,0.2,EXPACE,OS,-,C,Sat SSO L,nasaspaceflight.com,-,-,41.31,100.31,0.0
2023-12-25 22:39:00,2023-206 ,2460304.44,2023 Dec 25 2239,Chang Zheng 11,H,Y5,Shiyan-24C 1-3,-,-,BRJZ,YJ,LP1,-,-,      -, ,    -, ,-,0.24,CALT,OS,-,G,Sat SSO P,nasaspaceflight.com,-,-,21.28,112.0,0.0
2023-12-26 03:26:00,2023-207 ,2460304.64,2023 Dec 26 0326,Chang Zheng 3B/YZ-1,G3Z,Y75/Y16,Beidou 57/58,Beidou,-,-,XSC,LC2,-,-,      -, ,    -, ,-,2.028,CALT,OS,-,G,Sat MEO OO,nasaspaceflight.com,xinhuanet.com,-,28.2472,102.0291,0.0
2023-12-27 06:50:00,2023-208 ,2460305.78,2023 Dec 27 0650,Kuaizhou-1A,-,Y27,Tianmu-1 19-22,Tianmu-1 19-22,-,-,JQ,LC43/95A,-,-,      -, ,    -, ,-,0.2,EXPACE,OS,-,C,Sat SSO P,nasaspaceflight.com,-,-,41.31,100.31,0.0
2023-12-27 07:03:44,2023-209 ,2460305.79,2023 Dec 27 0703:44,Soyuz-2-1V,-,-,Kosmos-2574,EO-MKA No. 3?,-,-,GIK-1,LC43/4,-,-,      -, ,    -, ,-,0.52,VVKO,OS,-,G,Sat SSO O,nasaspaceflight.com,-,-,62.9,40.5,0.0
2023-12-29 01:07:00,2023-210 ,2460307.55,2023 Dec 29 0107,Falcon Heavy,-,009/B1084.1,X-37B OTV FLT-7,X-37B No. 2/USSF-52,"B1064.5,B1065.5",-,KSC,LC39A,-,-,      -, ,    -, ,-,5.0,SPX,OS,-,CX/G,Sat MEO D,Wire,-,-,28.6083,-80.6041,0.0
2023-12-29 04:01:40,2023-211 ,2460307.67,2023 Dec 29 0401:40,Falcon 9,FT5,288/B1069.12 F286,Starlink-132,Starlink Group 6-36,V2M  6-36 (23 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2023-12-30 00:13:00,2023-212 ,2460308.51,2023 Dec 30 0013,Chang Zheng 2C/YZ-1S,-,Y73/Y17,WHJSW-4,WHJSW 04,-,-,JQ,LC43/94,-,-,      -, ,    -, ,-,0.9,CALT,OS,-,G,Sat LEO O,nasaspaceflight.com,xinhuanet.com,-,41.31,100.31,0.0
2024-01-01 03:40:00,2024-001 ,2460310.65,2024 Jan  1 0340:00,PSLV-DL,-,PSLV-C58,XPoSAT,XPoSAT,-,-,SHAR,FLP,-,-,      -, ,    -, ,-,0.519,ISRO,OS,-,G,Sat LEO O,Wire,-,-,13.621,80.303,0.0
2024-01-03 03:44:20,2024-002 ,2460312.66,2024 Jan  3 0344:20,Falcon 9,FT5,284/B1082.1  F287,Starlink-133,Starlink Group 7-9,"V2M  7-9 (6 DTC,15 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2024-01-03 23:04:00,2024-003 ,2460313.46,2024 Jan  3 2304,Falcon 9,FT5,285/B1076.10 F288,Ovzon-3,Ovzon-3,-,-,CC,LC40,-,-,      -, ,    -, ,-,1.8,SPX,OS,-,C,Sat STO O,Wire,-,-,28.46,-80.54,0.0
2024-01-05 11:20:00,2024-004 ,2460314.97,2024 Jan  5 1120,Kuaizhou-1A,-,Y28,Tianmu-1 15-18,Tianmu-1 15-18,-,-,JQ,LC43/95A,-,-,      -, ,    -, ,-,0.2,EXPACE,OS,-,C,Sat SSO P,nasaspaceflight.com,-,-,41.31,100.31,0.0
2024-01-07 22:35:40,2024-005 ,2460317.44,2024 Jan  7 2235:40,Falcon 9,FT5,290/B1067.16 F289,Starlink-134,Starlink Group 6-35,V2M  6-35 (23 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-01-08 07:18:00,2024-006 ,2460317.8,2024 Jan  8 0718,Vulcan Centaur VC2S,-,V-001,Peregrine,CERT-1,-,-,CC,SLC41,-,-,      -, ,    -, ,-,1.287,ULAD,DS,-,C,Sat EEO O,Wire,-,-,28.46,-80.54,0.0
2024-01-09 07:03:00,2024-007 ,2460318.79,2024 Jan  9 0703,Chang Zheng 2C,-,Y30,Einstein Probe,Einstein Probe,-,-,XSC,LC3,-,-,      -, ,    -, ,-,1.45,CALT,OS,-,G,Sat LEO L,nasaspaceflight.com,xinhuanet.com,-,28.2472,102.0291,0.0
2024-01-11 03:52:00,2024-008 ,2460320.66,2024 Jan 11 0352,Kuaizhou-1A,-,Y24,Tianxing-1 02,Chuangxin-15 02,-,-,JQ,LC43/95A,-,-,      -, ,    -, ,-,0.2,EXPACE,OS,-,C,Sat SSO P,nasaspaceflight.com,-,-,41.31,100.31,0.0
2024-01-11 05:30:00,2024-009 ,2460320.73,2024 Jan 11 0530,Yinli-1,-,Y1,Yunyao-1 18-20,-,-,DFHT,YJ,LP1,-,-,      -, ,    -, ,-,1.5,DFK,OS,-,C,Sat LEO O,nasaspaceflight.com,-,-,21.28,112.0,0.0
2024-01-12 04:44:26,2024-010 ,2460321.7,2024 Jan 12 0444:26,H-IIA 202,1,H-IIA-48,IGS O-8,IGS O-8,-,-,TNSC,Y,-,-,      -, ,    -, ,-,1.5,MHI,OS,-,CG,Sat SSO O,www.mhi.com,-,-,30.4,130.97,0.0
2024-01-14 05:55:00,2024-M01  ,2460323.75,2024 Jan 14 0555,Hwasong-16,-,-,Solid prop,-,-,-,CHDONG,-,-,-,     50, , 1000, ,-,0.0,KPA,MS,-,-,Test,Wire,-,-,39.1118,125.9976,0.0
2024-01-14 08:59:30,2024-011 ,2460323.87,2024 Jan 14 0859:30,Falcon 9,FT5,289/B1061.18 F290,Starlink-135,Starlink Group 7-10,V2M  7-10 (22 Ku),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2024-01-15 01:52:00,2024-012 ,2460324.58,2024 Jan 15 0152:00,Falcon 9,FT5,291/B1073.12 F291,Starlink-136,Starlink Group 6-37,V2M  6-37 (23 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-01-17 14:27:30,2024-013 ,2460327.1,2024 Jan 17 1427:30,Chang Zheng 7,-,Y8,Tianzhou-7,Tianzhou-7,-,-,WEN,LC201,-,-,      -, ,    -, ,-,18.86,CALT,OS,-,G,Sat LSS O,nasaspaceflight.com,xinhuanet.com,-,19.6142,110.9511,0.0
2024-01-18 21:49:11,2024-014 ,2460328.41,2024 Jan 18 2149:11,Falcon 9,FT5,295/B1080.5  F292,Axiom Ax-3,Dragon C212.3,-,-,KSC,LC39A,-,-,      -, ,    -, ,-,13.0,SPX,OS,-,CX,Sat ISS D,Wire,-,-,28.6083,-80.6041,0.0
2024-01-20 06:28:34,2024-015 ,2460329.77,2024 Jan 20 0628:34,Qaem-100,-,FTM-B2,Suraya,-,-,-,SHAHR,-,-,-,      -, ,    -, ,-,0.05,IRGC,OS,-,G,Sat LEO O,Wire,-,-,36.23,55.33,0.0
2024-01-23 04:03:00,2024-016 ,2460332.67,2024 Jan 23 0403,Lijian-1,-,Y3,Taijing,-,-,-,JQ,LC130,-,-,      -, ,    -, ,-,0.86,ZKYT,OS,-,C,Sat SSO L,nasaspaceflight.com,-,-,41.31,100.31,0.0
2024-01-24 00:35:00,2024-017 ,2460333.52,2024 Jan 24 0035:00,Falcon 9,FT5,292/B1063.16 F293,Starlink-137,Starlink Group 7-11,V2M  7-11 (22 Ku),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2024-01-26 17:42:05,2024-S01  ,2460336.24,2024 Jan 26 1742:05,Spaceship Two,-,VSS Unity,WK2-xxx/VG-031,Galactic 06,N202VG-031,WK2,SPAM,RW16/34,SPAM,EBR P3,     87,?,    -, ,SPAM,0.0,VGX,SS,-,VGX/,-,twitter.com,-,-,32.99,-106.97,0.0
2024-01-28 00:04:00,2024-018 ,2460337.5,2024 Jan 28 0004?,Simorgh,-,7 DRS.C001,Mehda,Mehda,-,-,SEM,IKSC,-,-,      -, ,    -, ,-,0.042,IRSA,OS,-,G,Sat LEO O,TLE,farsnews.ir,-,35.2347,53.921,0.0
2024-01-29 01:10:00,2024-019 ,2460338.55,2024 Jan 29 0110:00,Falcon 9,FT5,293/B1062.18 F294,Starlink-138,Starlink Group 6-38,V2M  6-38 (23 Ku),-,KSC,LC39A,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.6083,-80.6041,0.0
2024-01-29 05:57:20,2024-020 ,2460338.75,2024 Jan 29 0557:20,Falcon 9,FT5,294/B1075.9  F295,Starlink-139,Starlink Group 7-12,V2M  7-12 (22 Ku),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2024-01-30 00:00:00,2024-A01  ,2460339.5,2024 Jan 30,Trident D-5,-,UK DASO,-    -,D5?,-,UK-S28,ETR,LP7,-,-,      1,?,    -, ,-,0.0,RN,MF,S1I,-,OT,Wire,-,ft ignite after ejection,28.5,-79.0,0.0
2024-01-30 17:07:21,2024-021 ,2460340.21,2024 Jan 30 1707:21,Falcon 9,FT5,296/B1077.10 F296,Cygnus NG-20,Cygnus NG-20,-,-,CC,LC40,-,-,      -, ,    -, ,-,11.962,SPX,OS,-,CX,Sat ISS D,Wire,-,-,28.46,-80.54,0.0
2024-01-31 06:34:00,2024-022 ,2460340.77,2024 Jan 31 0634,Electron,-,43,Four of a Kind,Lemur SSA 1-4,-,-,MAHIA,LC1B,-,-,      -, ,    -, ,-,0.1,RLABN,OS,-,C,Sat LEO OO,Wire,-,-,-39.2609,177.8655,0.0
2024-02-02 23:37:00,2024-023 ,2460343.48,2024 Feb  2 2337,Chang Zheng 2C,-,Y85,Geely Xingguo 02 zu,GeeSat,-,-,XSC,LC3,-,-,      -, ,    -, ,-,1.43,CALT,OS,-,G/C,Sat LEO O,nasaspaceflight.com,news.cn,-,28.2472,102.0291,0.0
2024-02-03 03:06:00,2024-024 ,2460343.63,2024 Feb  3 0306,Jielong-3,-,Y3,NEXSAT-1/DFHG-1,-,-,BRJZ,YJ,LP2,-,-,      -, ,    -, ,-,0.48,CZHJ,OS,-,C,Sat SSO L,nasaspaceflight.com,-,-,21.28,112.0,0.0
2024-02-07 00:00:00,2024-M02  ,2460347.5,2024 Feb  7,DART,-,-,KTH PRIME,-,-,-,ESR,LC3,-,-,     60,?,    -, ,-,0.0,TMINUS,SF,S1,TMINUS/,Aeron?,linkedin.com,-,-,67.894,21.107,0.0
